ID,Область,Громада,Населений пункт,Вулиця,"SUM of Сума компенсації, грн",COUNTA of Тип заяви
40310fcf04a48669cc99df0a26b9fe6b,Донецька обл.,Великоновосілківська,смт Велика Новосілка,вул. Стадіонна,"2172766,40",1
0dad5aa99eb4229ce074092cfd39d791,Донецька обл.,Великоновосілківська,смт Велика Новосілка,вул. Степова,"1560865,60",1
d42fe1d26585184825af4e4245d42602,Донецька обл.,Великоновосілківська,смт Велика Новосілка,вул. Центральна,"1415668,80",3
ef766f4ad333ee813f93ef2d38c6fe70,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Азовська,"1557002,40",3
a76b377db6c2e4524545d8ccda19444f,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Андрія Шептицького,"2935376,10",1
109643d03a2626a63fc162d86073e67b,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Зарічна,"0,00",2
21af25ce08c3554644847ce3d318cd21,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Зелена,"0,00",1
41d390b53d3ca0805ed833b9ac61a948,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Лесі Українки,"2494273,60",1
9bf3880d1b55bfc89a9677902d01d5a1,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Лисенка Миколи,"1778660,80",1
88c32f878873462f8e348e366d14c14e,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Мирна,"1263990,00",1
6c4d1a22e5f00e18db43cb14a3227e03,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Пушкіна,"4148480,00",4
30e1d051ecca84eddbea66f319a25475,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Садова,"3766591,20",2
85766f413bcb0abdb1e7fc0100284c5e,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Українська,"0,00",6
1939bc3940cbfa992b5983085b9d8971,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Центральна,"0,00",7
25489b8961c29ee159232a3b74510955,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Шевченка Тараса,"0,00",1
5259ed307a2cc2be103fa1aec60ad8a0,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Шкільна,"5639831,80",3
1e701f0a9c082d880ad36fa9762e3dc3,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,вул. Янісольська,"0,00",4
cf2f35f0f66c2121e89a5dfb406f3a0e,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,пр. Гагаріна,"0,00",5
f16c2da9d58d293b2293546c67bffa6e,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,пр. Незалежності,"0,00",2
a1a40f243f8805ace24285c15f809f99,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,пров. Аграрний,"5940191,20",3
0709dcbc35a8868ee48417bdbc412c79,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,пров. Лиманний,"0,00",1
529b4e50d98b561c957b7f116465ed4a,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,пров. Середній,"2113132,00",1
473091d2be511c8c04a204ac1c99f622,Донецька обл.,Великоновосілківська,смт. Велика Новосілка,пров. Урожайний,"2034234,30",1
74b09c3683689ba4ce6c4b54ccff9624,Донецька обл.,Великоновосілківська,сщ. Благодатне,вул. Мічуріна,"1778288,70",2
a917168948a5ecc2f0ff1b48036cd96d,Донецька обл.,Великоновосілківська,сщ. Благодатне,вул. Садова,"2005997,00",1
d14ccb40fe08a4aa330ea59dea741207,Донецька обл.,Великоновосілківська,сщ. Благодатне,вул. Симиренка Левка,"0,00",1
ce6438b0c932c400848b3e4918436080,Донецька обл.,Великоновосілківська,"сщ. Благодатне, Великоновосілківська ТГ",вул. Вишнева,"3671404,80",5
141dd12d95c09dc8c3980c6f59a71349,Донецька обл.,Великоновосілківська,"сщ. Благодатне, Великоновосілківська ТГ",вул. Затишна,"0,00",3
5a89a6ca733592b40b980c6b7403d50e,Донецька обл.,Великоновосілківська,"сщ. Благодатне, Великоновосілківська ТГ",вул. Набережна,"0,00",1
7295b7691b7872cb6fdeb80240aa7c45,Донецька обл.,Великоновосілківська,"сщ. Благодатне, Великоновосілківська ТГ",вул. Нова,"2108885,10",1
c29410d8c833e1b9120ec5cf43a29a91,Донецька обл.,Великоновосілківська,"сщ. Благодатне, Великоновосілківська ТГ",вул. Садова,"1778903,00",3
0c7a96e1d266780e4ea5e6654aff68e1,Донецька обл.,Великоновосілківська,"сщ. Благодатне, Великоновосілківська ТГ",вул. Симиренка Левка,"0,00",4
b6af4bc241367076866e29f84b155738,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Азовська,"23641946,30",18
cbd5c1033d0df905c527cf8b1389b036,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Андрія Шептицького,"38474326,70",27
d9b27347d0d8890da6766ab13260345a,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Верхня,"8758393,70",3
e8b3fb193d27df62c3c8358f8ec106c5,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Весела,"14472949,40",14
9b0b78fe6abad48f6253e36c361f512e,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Вишнева,"11065181,50",9
0dfabc70bf0ebac2dca155f6d1919878,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Відрадна,"26371952,54",21
1d507b01b5550f9cf0ef7ae5e04807ac,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Грецька,"13670665,00",20
ebc964a134bf7f076b290ece6261fcdc,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Зарічна,"23583310,50",28
3451157a67c5371bedc4a96db4023b2d,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Зелена,"12465564,90",12
23e75709f070e9335a4da32961a24f99,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Калинова,"4898398,70",6
923ef98235f3dfaa9691af48c554e8dc,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Лесі Українки,"25489940,05",27
e652d8f2ac1ef04d34388b1b05f9f334,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Лисенка Миколи,"14661507,30",10
ef8838cf4be5ce8780b7b33a29428931,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Мирна,"8015219,00",10
8b8477c3c15b30a11883bbaaa07aad13,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Молодіжна,"7902507,20",4
01642abc95dcdfbe6dea40bc33f0a3b0,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Набережна,"16385345,29",12
3243dd7c76a6ee5f7691204412ef479a,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Нижня,"19485671,40",18
fe1a2cacd8dd1dc57463b262c3ccb3bb,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Нова,"15742341,00",14
308832dc82c3bdb7ef5fabe0ae895682,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Північна,"22297398,60",12
ac591acb0f62b710d3332f2434d45b15,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Садова,"7338851,80",6
42acf78e870beb07123ff7da58975b47,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Стадіонна,"18232636,60",12
96ea7da43fedc3478b3d51cf923cd1f4,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Степова,"18271685,30",13
90a9556024c9d1b32aa166966a0edc3a,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Українська,"58599694,99",67
eee61435ac517cb9ddbd373395a56302,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Фонтанна,"20747353,02",22
d668ac92c16c66262fbcc3c1f5704ce3,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Центральна,"26623179,00",61
65aa8e310901a077653af1f27b07de2c,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Шевченка Тараса,"7232738,40",20
c92749299e993d6974bc3e9c5765f08e,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Шкільна,"54402668,70",46
b5525256ead2606ec876ee89c5581090,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,вул. Янісольська,"46008294,30",73
d312de89832395935cf11cdb596c812b,Донецька обл.,Великоновосілківська,сщ. Велика Новосілка,пр. Незалежності,"11962790,70",28
